Entry,Entry Name
Q96KX0,LYZL4_HUMAN
Q96KX2,CAZA3_HUMAN
Q96L14,C170L_HUMAN
Q96L15,NAR5_HUMAN
Q96L33,RHOV_HUMAN
Q96L94,SNX22_HUMAN
Q96LA9,MRGX4_HUMAN
Q96LB4,VATG3_HUMAN
Q96LD1,SGCZ_HUMAN
Q96LL3,FIMP_HUMAN
Q96LR9,APLD1_HUMAN
Q96LW2,KS6R_HUMAN
Q96LW9,ZSC31_HUMAN
Q96LY2,CC74B_HUMAN
Q96M27,PRRC1_HUMAN
Q96M69,LRGUK_HUMAN
Q96M83,CCDC7_HUMAN
Q96M89,CC138_HUMAN
Q96MA1,DMRTB_HUMAN
Q96MB7,HARB1_HUMAN
Q96ME1,FXL18_HUMAN
Q96MI6,PPM1M_HUMAN
Q96MM6,HS12B_HUMAN
Q96MT1,RN145_HUMAN
Q96MX6,DAA10_HUMAN
Q96N06,SPT33_HUMAN
Q96N23,CFA54_HUMAN
Q96N28,PLD3A_HUMAN
Q96N38,ZN714_HUMAN
Q96ND0,F210A_HUMAN
Q96NK8,NDF6_HUMAN
Q96NL0,RUN3B_HUMAN
Q96NL1,TMM74_HUMAN
Q96NL3,ZN599_HUMAN
Q96NU0,CNT3B_HUMAN
Q96NX9,DACH2_HUMAN
Q96P50,ACAP3_HUMAN
Q96P68,OXGR1_HUMAN
Q96P69,GPR78_HUMAN
Q96P88,GNRR2_HUMAN
Q96PB8,LRC3B_HUMAN
Q96PE2,ARHGH_HUMAN
Q96PE5,OPALI_HUMAN
Q96PE6,ZIM3_HUMAN
Q96PL1,SG3A2_HUMAN
Q96PL2,TECTB_HUMAN
Q96PQ7,KLHL5_HUMAN
Q96PU9,ODF3A_HUMAN
Q96PX9,PKH4B_HUMAN
Q96QR1,SG3A1_HUMAN
Q96QS1,TSN32_HUMAN
Q96QU6,1A1L1_HUMAN
Q96R48,OR2A5_HUMAN
Q96RA2,OR7D2_HUMAN
Q96RD6,PANX2_HUMAN
Q96RI9,TAAR9_HUMAN
Q96RJ0,TAAR1_HUMAN
Q96RK1,CITE4_HUMAN
Q96RV3,PCX1_HUMAN
Q96S79,RSLAB_HUMAN
Q96S82,UBL7_HUMAN
Q96S90,LYSM1_HUMAN
Q96S96,PEBP4_HUMAN
Q96SE0,ABHD1_HUMAN
Q96SE7,ZN347_HUMAN
Q96SK3,ZN607_HUMAN
Q96SL8,FIZ1_HUMAN
Q96SM3,CPXM1_HUMAN
Q96SN7,ORAI2_HUMAN
Q96SR6,ZN382_HUMAN
Q96SY0,INT14_HUMAN
Q96T25,ZIC5_HUMAN
Q96T92,INSM2_HUMAN
Q99218,AMELY_HUMAN
Q99442,SEC62_HUMAN
Q99525,H4G_HUMAN
Q99614,TTC1_HUMAN
Q99618,CDCA3_HUMAN
Q99666,RGPD5_HUMAN
Q99678,GPR20_HUMAN
Q99742,NPAS1_HUMAN
Q99805,TM9S2_HUMAN
Q99811,PRRX2_HUMAN
Q99819,GDIR3_HUMAN
Q99865,SPI2A_HUMAN
Q99954,SMR3A_HUMAN
Q9BPW4,APOL4_HUMAN
Q9BPX5,ARP5L_HUMAN
Q9BPY3,F118B_HUMAN
Q9BQ08,RETNB_HUMAN
Q9BQC6,RT63_HUMAN
Q9BQI7,PSD2_HUMAN
Q9BQI9,NRIP2_HUMAN
Q9BQQ7,RTP3_HUMAN
Q9BQR3,PRS27_HUMAN
Q9BQS6,HSPB9_HUMAN
Q9BQY9,DBND2_HUMAN
Q9BR61,ACBD6_HUMAN
Q9BR84,ZN559_HUMAN
Q9BRJ2,RM45_HUMAN
Q9BRP4,PAAF1_HUMAN
Q9BRQ4,CF300_HUMAN
Q9BRQ5,ORAI3_HUMAN
Q9BRR8,GPTC1_HUMAN
Q9BRT6,LLPH_HUMAN
Q9BRU2,TCAL7_HUMAN
Q9BRY0,S39A3_HUMAN
Q9BS18,APC13_HUMAN
Q9BS31,ZN649_HUMAN
Q9BSE5,SPEB_HUMAN
Q9BSF4,TIM29_HUMAN
Q9BSF8,BTBDA_HUMAN
Q9BSG0,PADC1_HUMAN
Q9BSG5,RTBDN_HUMAN
Q9BSH3,NICN1_HUMAN
Q9BSH5,HDHD3_HUMAN
Q9BSJ5,CQ080_HUMAN
Q9BSK1,ZN577_HUMAN
Q9BSN7,TM204_HUMAN
Q9BT76,UPK3B_HUMAN
Q9BTM1,H2AJ_HUMAN
Q9BTT6,LRRC1_HUMAN
Q9BTV6,DPH7_HUMAN
Q9BU23,LMF2_HUMAN
Q9BU70,TRMO_HUMAN
Q9BUG6,ZSA5A_HUMAN
Q9BUK0,CHCH7_HUMAN
Q9BUN1,MENT_HUMAN
Q9BUT9,MCRI2_HUMAN
Q9BV19,CA050_HUMAN
Q9BV29,CCD32_HUMAN
Q9BV99,LRC61_HUMAN
Q9BVC5,ASHWN_HUMAN
Q9BW30,TPPP3_HUMAN
Q9BW72,HIG2A_HUMAN
Q9BWU0,NADAP_HUMAN
Q9BWW8,APOL6_HUMAN
Q9BX82,ZN471_HUMAN
Q9BX93,PG12B_HUMAN
Q9BXA9,SALL3_HUMAN
Q9BXC1,GP174_HUMAN
Q9BXG8,SPZ1_HUMAN
Q9BXK1,KLF16_HUMAN
Q9BXL5,HEMGN_HUMAN
Q9BXT2,CCG6_HUMAN
Q9BY10,TSCOT_HUMAN
Q9BY21,GPR87_HUMAN
Q9BY60,GBRL3_HUMAN
Q9BYC2,SCOT2_HUMAN
Q9BYC8,RM32_HUMAN
Q9BYC9,RM20_HUMAN
Q9BYD1,RM13_HUMAN
Q9BYD2,RM09_HUMAN
Q9BYD3,RM04_HUMAN
Q9BYN8,RT26_HUMAN
Q9BYQ9,KRA48_HUMAN
Q9BZ76,CNTP3_HUMAN
Q9BZD7,TMG3_HUMAN
Q9BZE1,RM37_HUMAN
Q9BZI1,IRX2_HUMAN
Q9BZJ4,S2539_HUMAN
Q9BZJ6,GPR63_HUMAN
Q9C009,FOXQ1_HUMAN
Q9C010,IPKB_HUMAN
Q9C075,K1C23_HUMAN
Q9C099,LRCC1_HUMAN
Q9C0B6,BRNP2_HUMAN
Q9C0D3,ZY11B_HUMAN
Q9C0D7,ZC12C_HUMAN
Q9C0H5,RHG39_HUMAN
Q9GZK4,OR2H1_HUMAN
Q9GZK6,OR2J1_HUMAN
Q9GZM6,OR8D2_HUMAN
Q9GZN0,GPR88_HUMAN
Q9GZN6,S6A16_HUMAN
Q9GZP4,PITH1_HUMAN
Q9GZP7,VN1R1_HUMAN
Q9GZQ3,COMD5_HUMAN
Q9GZR7,DDX24_HUMAN
Q9GZT6,CC90B_HUMAN
Q9GZY4,COA1_HUMAN
Q9GZZ0,HXD1_HUMAN
Q9H009,NACA2_HUMAN
Q9H019,MFR1L_HUMAN
Q9H061,T126A_HUMAN
Q9H069,DRC3_HUMAN
Q9H091,ZMY15_HUMAN
Q9H094,NBPF3_HUMAN
Q9H0C3,TM117_HUMAN
Q9H0D2,ZN541_HUMAN
Q9H0I3,CC113_HUMAN
Q9H0I9,TKTL2_HUMAN
Q9H0U9,TSYL1_HUMAN
Q9H0V1,TM168_HUMAN
Q9H0X4,F234A_HUMAN
Q9H158,PCDC1_HUMAN
Q9H159,CAD19_HUMAN
Q9H175,CSRN2_HUMAN
Q9H1A3,METL9_HUMAN
Q9H1C0,LPAR5_HUMAN
Q9H1N7,S35B3_HUMAN
Q9H1U4,MEGF9_HUMAN
Q9H1U9,S2551_HUMAN
Q9H1Z9,TSN10_HUMAN
Q9H205,O2AG1_HUMAN
Q9H207,O10A5_HUMAN
Q9H208,O10A2_HUMAN
Q9H209,O10A4_HUMAN
Q9H210,OR2D2_HUMAN
Q9H213,MAGH1_HUMAN
Q9H2A3,NGN2_HUMAN
Q9H2T7,RBP17_HUMAN
Q9H2W6,RM46_HUMAN
Q9H2X8,I27L2_HUMAN
Q9H2Y9,SO5A1_HUMAN
Q9H330,TM245_HUMAN
Q9H336,CRLD1_HUMAN
Q9H339,O51B5_HUMAN
Q9H340,O51B6_HUMAN
Q9H341,O51M1_HUMAN
Q9H342,O51J1_HUMAN
Q9H347,UBQL3_HUMAN
Q9H3C7,GGNB2_HUMAN
Q9H3E2,SNX25_HUMAN
Q9H3G5,CPVL_HUMAN
Q9H3M9,ATX3L_HUMAN
Q9H3S5,PIGM_HUMAN
Q9H426,RIMS4_HUMAN
Q9H446,RWDD1_HUMAN
Q9H4A4,AMPB_HUMAN
Q9H4B8,DPEP3_HUMAN
Q9H4G1,CST9L_HUMAN
Q9H4I8,SEHL2_HUMAN
Q9H501,ESF1_HUMAN
Q9H511,KLH31_HUMAN
Q9H5L6,THAP9_HUMAN
Q9H609,ZN576_HUMAN
Q9H665,IGFR1_HUMAN
Q9H6A9,PCX3_HUMAN
Q9H6D8,FNDC4_HUMAN
Q9H6F2,TM38A_HUMAN
Q9H6F5,CCD86_HUMAN
Q9H6K4,OPA3_HUMAN
Q9H6V9,LDAH_HUMAN
Q9H6X4,TM134_HUMAN
Q9H6X5,CS044_HUMAN
Q9H756,LRC19_HUMAN
Q9H7C9,AAMDC_HUMAN
Q9H7R0,ZN442_HUMAN
Q9H7T0,CTSRB_HUMAN
Q9H7U1,CCSE2_HUMAN
Q9H7X7,IFT22_HUMAN
Q9H898,ZMAT4_HUMAN
Q9H8H0,NOL11_HUMAN
Q9H8J5,MANS1_HUMAN
Q9H8S5,CCNP_HUMAN
Q9H8Y1,VRTN_HUMAN
Q9H920,RN121_HUMAN
Q9H967,WDR76_HUMAN
Q9H9H5,MA6D1_HUMAN
Q9H9Y2,RPF1_HUMAN
Q9HA64,KT3K_HUMAN
Q9HA77,SYCM_HUMAN
Q9HA92,RSAD1_HUMAN
Q9HAS0,NJMU_HUMAN
Q9HAT1,LMA1L_HUMAN
Q9HAY2,MAGF1_HUMAN
Q9HB09,B2L12_HUMAN
Q9HB40,RISC_HUMAN
Q9HBA9,FOH1B_HUMAN
Q9HBF5,ST20_HUMAN
Q9HBL6,LRTM1_HUMAN
Q9HBQ8,GGA2B_HUMAN
Q9HBR0,S38AA_HUMAN
Q9HBU9,POPD2_HUMAN
Q9HBV1,POPD3_HUMAN
Q9HC38,GLOD4_HUMAN
Q9HC56,PCDH9_HUMAN
Q9HCC6,HES4_HUMAN
Q9HCG1,ZN160_HUMAN
Q9HCI6,K1586_HUMAN
Q9HCL0,PCD18_HUMAN
Q9HCN2,TPIP1_HUMAN
Q9HCN8,SDF2L_HUMAN
Q9HCT0,FGF22_HUMAN
Q9HD33,RM47_HUMAN
Q9HD64,XAGE1_HUMAN
Q9HDB9,GAK5_HUMAN
Q9N2J8,ENH3_HUMAN
Q9NNX1,TUFT1_HUMAN
Q9NP08,HMX1_HUMAN
Q9NP92,RT30_HUMAN
Q9NPA3,M1IP1_HUMAN
Q9NPB8,GPCP1_HUMAN
Q9NPH6,OBP2B_HUMAN
Q9NQ03,SCRT2_HUMAN
Q9NQ33,ASCL3_HUMAN
Q9NQ34,TMM9B_HUMAN
Q9NQ60,EQTN_HUMAN
Q9NQA3,WASH6_HUMAN
Q9NQE7,TSSP_HUMAN
Q9NQN1,OR2S1_HUMAN
Q9NQS1,AVEN_HUMAN
Q9NQT6,FSCN3_HUMAN
Q9NR64,KLHL1_HUMAN
Q9NR77,PXMP2_HUMAN
Q9NRG7,D39U1_HUMAN
Q9NRH1,YAE1_HUMAN
Q9NRJ1,MOST1_HUMAN
Q9NRJ5,PAPOB_HUMAN
Q9NRM2,ZN277_HUMAN
Q9NRN5,OLFL3_HUMAN
Q9NRR1,CYTL1_HUMAN
Q9NRU3,CNNM1_HUMAN
Q9NRV9,HEBP1_HUMAN
Q9NRX2,RM17_HUMAN
Q9NRY5,F1142_HUMAN
Q9NS25,SPNXB_HUMAN
Q9NS26,SPNXA_HUMAN
Q9NS28,RGS18_HUMAN
Q9NS66,GP173_HUMAN
Q9NS93,TM7S3_HUMAN
Q9NS98,SEM3G_HUMAN
Q9NSD7,RL3R1_HUMAN
Q9NSI2,SLX9_HUMAN
Q9NSI5,IGSF5_HUMAN
Q9NSP4,CENPM_HUMAN
Q9NSY0,NRBP2_HUMAN
Q9NTI7,INKA2_HUMAN
Q9NTU4,CTSRZ_HUMAN
Q9NTU7,CBLN4_HUMAN
Q9NTX5,ECHD1_HUMAN
Q9NTZ6,RBM12_HUMAN
Q9NU02,ANKE1_HUMAN
Q9NUA8,ZBT40_HUMAN
Q9NUG6,PDRG1_HUMAN
Q9NUP1,BL1S4_HUMAN
Q9NUP7,TRM13_HUMAN
Q9NUQ6,SPS2L_HUMAN
Q9NUQ8,ABCF3_HUMAN
Q9NUZ1,ACOXL_HUMAN
Q9NV66,TYW1_HUMAN
Q9NV72,ZN701_HUMAN
Q9NVG8,TBC13_HUMAN
Q9NVK5,FGOP2_HUMAN
Q9NVL8,CC198_HUMAN
Q9NVQ4,FAIM1_HUMAN
Q9NVR2,INT10_HUMAN
Q9NVR7,TBCC1_HUMAN
Q9NVS2,RT18A_HUMAN
Q9NVX7,KBTB4_HUMAN
Q9NVZ3,NECP2_HUMAN
Q9NW68,BSDC1_HUMAN
Q9NWA0,MED9_HUMAN
Q9NWB6,ARGL1_HUMAN
Q9NWC5,TM45A_HUMAN
Q9NWH7,SPAT6_HUMAN
Q9NWV4,CZIB_HUMAN
Q9NWW0,HPIP_HUMAN
Q9NX08,COMD8_HUMAN
Q9NX20,RM16_HUMAN
Q9NX38,ABITM_HUMAN
Q9NX45,SOLH2_HUMAN
Q9NX78,TM260_HUMAN
Q9NXF1,TEX10_HUMAN
Q9NXF7,DCA16_HUMAN
Q9NXH3,PP14D_HUMAN
Q9NXK6,PAQR5_HUMAN
Q9NXK8,FXL12_HUMAN
Q9NXL2,ARH38_HUMAN
Q9NXL6,SIDT1_HUMAN
Q9NXZ2,DDX43_HUMAN
Q9NY35,CLDN1_HUMAN
Q9NY37,ASIC5_HUMAN
Q9NY43,BARH2_HUMAN
Q9NY57,ST32B_HUMAN
Q9NYF5,FA13B_HUMAN
Q9NYL4,FKB11_HUMAN
Q9NYM9,BET1L_HUMAN
Q9NYN1,RASLC_HUMAN
Q9NYV8,T2R14_HUMAN
Q9NYV9,T2R13_HUMAN
Q9NYW2,TA2R8_HUMAN
Q9NYW3,TA2R7_HUMAN
Q9NYW6,TA2R3_HUMAN
Q9NYW7,TA2R1_HUMAN
Q9NZ32,ARP10_HUMAN
Q9NZH5,PTTG2_HUMAN
Q9NZL6,RGL1_HUMAN
Q9NZQ0,DJC27_HUMAN
Q9NZQ9,TMOD4_HUMAN
Q9NZT2,OGFR_HUMAN
Q9NZW5,PALS2_HUMAN
Q9P015,RM15_HUMAN
Q9P031,TAP26_HUMAN
Q9P055,JKAMP_HUMAN
Q9P0J6,RM36_HUMAN
Q9P0M4,IL17C_HUMAN
Q9P0M9,RM27_HUMAN
Q9P0S2,COX16_HUMAN
Q9P104,DOK5_HUMAN
Q9P1P5,TAAR2_HUMAN
Q9P1U1,ARP3B_HUMAN
Q9P1Y6,PHRF1_HUMAN
Q9P203,BTBD7_HUMAN
Q9P206,K1522_HUMAN
Q9P242,NYAP2_HUMAN
Q9P244,LRFN1_HUMAN
Q9P260,RELCH_HUMAN
Q9P265,DIP2B_HUMAN
Q9P291,ARMX1_HUMAN
Q9P299,COPZ2_HUMAN
Q9P2D8,UNC79_HUMAN
Q9P2E7,PCD10_HUMAN
Q9P2F8,SI1L2_HUMAN
Q9P2H5,UBP35_HUMAN
Q9P2J8,ZN624_HUMAN
Q9P2J9,PDP2_HUMAN
Q9P2P1,NYNRI_HUMAN
Q9P2T0,THEG_HUMAN
Q9P2V4,LRIT1_HUMAN
Q9P2Z0,THA10_HUMAN
Q9QC07,POK18_HUMAN
Q9UBG7,RBPJL_HUMAN
Q9UBL0,ARP21_HUMAN
Q9UBU2,DKK2_HUMAN
Q9UBU6,FA8A1_HUMAN
Q9UDV7,ZN282_HUMAN
Q9UDX5,MTFP1_HUMAN
Q9UEE9,CFDP1_HUMAN
Q9UF02,CCG5_HUMAN
Q9UGQ2,FLOWR_HUMAN
Q9UH62,ARMX3_HUMAN
Q9UHA3,RLP24_HUMAN
Q9UHE8,STEA1_HUMAN
Q9UHF5,IL17B_HUMAN
Q9UHP9,SMPX_HUMAN
Q9UHQ4,BAP29_HUMAN
Q9UHR6,ZNHI2_HUMAN
Q9UHV5,RPGFL_HUMAN
Q9UHW5,GPN3_HUMAN
Q9UIF3,TEKT2_HUMAN
Q9UIM3,FKBPL_HUMAN
Q9UJ04,TSYL4_HUMAN
Q9UJ42,GP160_HUMAN
Q9UJ99,CAD22_HUMAN
Q9UJG1,MSPD1_HUMAN
Q9UJK0,TSR3_HUMAN
Q9UJU3,ZN112_HUMAN
Q9UJV8,PURG_HUMAN
Q9UJW7,ZN229_HUMAN
Q9UK08,GBG8_HUMAN
Q9UK11,ZN223_HUMAN
Q9UK13,ZN221_HUMAN
Q9UK85,DKKL1_HUMAN
Q9UKB3,DJC12_HUMAN
Q9UKD2,MRT4_HUMAN
Q9UKH3,ENK9_HUMAN
Q9UKJ0,PILRB_HUMAN
Q9UKJ3,GPTC8_HUMAN
Q9UKL2,O52A1_HUMAN
Q9UKL4,CXD2_HUMAN
Q9UKR3,KLK13_HUMAN
Q9UKT6,FXL21_HUMAN
Q9UKU9,ANGL2_HUMAN
Q9UKY3,CES1P_HUMAN
Q9UKZ1,CNO11_HUMAN
Q9UL36,ZN236_HUMAN
Q9UL58,ZN215_HUMAN
Q9ULB5,CADH7_HUMAN
Q9ULE3,DEN2A_HUMAN
Q9ULE6,PALD_HUMAN
Q9ULJ7,ANR50_HUMAN
Q9ULK2,AT7L1_HUMAN
Q9ULK6,RN150_HUMAN
Q9ULL5,PRR12_HUMAN
Q9ULR5,PAI2B_HUMAN
Q9ULS5,TMCC3_HUMAN
Q9ULS6,KCNS2_HUMAN
Q9ULZ0,T53G3_HUMAN
Q9UN66,PCDB8_HUMAN
Q9UN67,PCDBA_HUMAN
Q9UN70,PCDGK_HUMAN
Q9UN71,PCDGG_HUMAN
Q9UN75,PCDAC_HUMAN
Q9UNK9,ANGE1_HUMAN
Q9UNL2,SSRG_HUMAN
Q9UNN4,TF2AY_HUMAN
Q9UNX9,KCJ14_HUMAN
Q9UPU3,SORC3_HUMAN
Q9UQ10,DHDH_HUMAN
Q9UQ72,PSG11_HUMAN
Q9UQG0,POK11_HUMAN
Q9Y2A4,ZN443_HUMAN
Q9Y2B2,PIGL_HUMAN
Q9Y2C2,UST_HUMAN
Q9Y2D0,CAH5B_HUMAN
Q9Y2D5,AKAP2_HUMAN
Q9Y2D9,ZN652_HUMAN
Q9Y2G4,ANKR6_HUMAN
Q9Y2H8,ZN510_HUMAN
Q9Y2L6,FRM4B_HUMAN
Q9Y2L8,ZKSC5_HUMAN
Q9Y2Q1,ZN257_HUMAN
Q9Y2Q9,RT28_HUMAN
Q9Y2R5,RT17_HUMAN
Q9Y2R9,RT07_HUMAN
Q9Y2T4,2ABG_HUMAN
Q9Y2T5,GPR52_HUMAN
Q9Y2U2,KCNK7_HUMAN
Q9Y305,ACOT9_HUMAN
Q9Y330,ZBT12_HUMAN
Q9Y334,VWA7_HUMAN
Q9Y3B6,EMC9_HUMAN
Q9Y3C1,NOP16_HUMAN
Q9Y3X0,CCDC9_HUMAN
Q9Y421,FA32A_HUMAN
Q9Y471,CMAH_HUMAN
Q9Y4F5,C170B_HUMAN
Q9Y4I5,MTL5_HUMAN
Q9Y4K1,CRBG1_HUMAN
Q9Y4P3,TBL2_HUMAN
Q9Y543,HES2_HUMAN
Q9Y573,IPP_HUMAN
Q9Y585,OR1A2_HUMAN
Q9Y597,KCTD3_HUMAN
Q9Y5E1,PCDB9_HUMAN
Q9Y5E2,PCDB7_HUMAN
Q9Y5E4,PCDB5_HUMAN
Q9Y5E5,PCDB4_HUMAN
Q9Y5E6,PCDB3_HUMAN
Q9Y5E7,PCDB2_HUMAN
Q9Y5E8,PCDBF_HUMAN
Q9Y5F0,PCDBD_HUMAN
Q9Y5F3,PCDB1_HUMAN
Q9Y5F6,PCDGM_HUMAN
Q9Y5F8,PCDGJ_HUMAN
Q9Y5F9,PCDGI_HUMAN
Q9Y5G0,PCDGH_HUMAN
Q9Y5G1,PCDGF_HUMAN
Q9Y5G2,PCDGE_HUMAN
Q9Y5G3,PCDGD_HUMAN
Q9Y5G4,PCDG9_HUMAN
Q9Y5G5,PCDG8_HUMAN
Q9Y5G6,PCDG7_HUMAN
Q9Y5G7,PCDG6_HUMAN
Q9Y5G8,PCDG5_HUMAN
Q9Y5G9,PCDG4_HUMAN
Q9Y5H0,PCDG3_HUMAN
Q9Y5H1,PCDG2_HUMAN
Q9Y5H2,PCDGB_HUMAN
Q9Y5H3,PCDGA_HUMAN
Q9Y5H4,PCDG1_HUMAN
Q9Y5H6,PCDA8_HUMAN
Q9Y5H7,PCDA5_HUMAN
Q9Y5I0,PCDAD_HUMAN
Q9Y5I1,PCDAB_HUMAN
Q9Y5I4,PCDC2_HUMAN
Q9Y5J9,TIM8B_HUMAN
Q9Y5M8,SRPRB_HUMAN
Q9Y5P1,O51B2_HUMAN
Q9Y5P3,RAI2_HUMAN
Q9Y5Y3,GPR45_HUMAN
Q9Y644,RFNG_HUMAN
Q9Y661,HS3S4_HUMAN
Q9Y689,ARL5A_HUMAN
Q9Y6I0,VPK6_HUMAN
Q9Y6I8,PXMP4_HUMAN
Q9Y6N3,CLCA3_HUMAN
Q9Y6Q3,ZFP37_HUMAN
Q9Y6S9,RPKL1_HUMAN
Q9Y6V7,DDX49_HUMAN
Q9YNA8,GAK19_HUMAN
U3KPV4,A3LT2_HUMAN
W5XKT8,SACA6_HUMAN
W6CW81,PYDC5_HUMAN
A0A075B6H7,KV37_HUMAN
A0A075B6H8,KVD42_HUMAN
A0A075B6H9,LV469_HUMAN
A0A075B6I0,LV861_HUMAN
A0A075B6I1,LV460_HUMAN
A0A075B6I3,LVK55_HUMAN
A0A075B6I4,LVX54_HUMAN
A0A075B6I6,LV150_HUMAN
A0A075B6I7,LV548_HUMAN
A0A075B6I9,LV746_HUMAN
A0A075B6J1,LV537_HUMAN
A0A075B6J2,LV233_HUMAN
A0A075B6J6,LV322_HUMAN
A0A075B6J9,LV218_HUMAN
A0A075B6K0,LV316_HUMAN
A0A075B6K2,LV312_HUMAN
A0A075B6K4,LV310_HUMAN
A0A075B6K5,LV39_HUMAN
A0A075B6K6,LV403_HUMAN
A0A075B6L2,TVG11_HUMAN
A0A075B6L6,TVB73_HUMAN
A0A075B6N2,TVBT1_HUMAN
A0A075B6N3,TVBX1_HUMAN
A0A075B6N4,TVBY1_HUMAN
A0A075B6P5,KV228_HUMAN
A0A075B6Q5,HV364_HUMAN
A0A075B6R0,TRGV2_HUMAN
A0A075B6R2,HV404_HUMAN
A0A075B6R9,KVD24_HUMAN
A0A075B6S2,KVD29_HUMAN
A0A075B6S4,KVD17_HUMAN
A0A075B6S5,KV127_HUMAN
A0A075B6S6,KVD30_HUMAN
A0A075B6S9,KV137_HUMAN
A0A075B6T6,TVAL2_HUMAN
A0A075B6T7,TVA6_HUMAN
A0A075B6T8,TVA91_HUMAN
A0A075B6U4,TVA7_HUMAN
A0A075B6V5,TVA36_HUMAN
A0A075B6W5,TVA23_HUMAN
A0A075B6X5,TVA18_HUMAN
A0A075B759,PAL4E_HUMAN
A0A075B767,PAL4H_HUMAN
A0A087WSX0,LV545_HUMAN
A0A087WSY4,HV432_HUMAN
A0A087WSY6,KVD15_HUMAN
A0A087WSZ0,KVD08_HUMAN
A0A087WSZ9,TVA30_HUMAN
A0A087WT02,TVA92_HUMAN
A0A087WT03,TVAZ1_HUMAN
A0A087WTH5,KCE1B_HUMAN
A0A087WV62,TVB16_HUMAN
A0A087WVF3,TBC3D_HUMAN
A0A087WW87,KV240_HUMAN
A0A087WXM9,MEIKN_HUMAN
A0A087X0K7,TVB17_HUMAN
A0A087X0M5,TVB18_HUMAN
A0A087X179,TBC3E_HUMAN
A0A096LP55,QCR6L_HUMAN
A0A0A0MRZ7,KVD26_HUMAN
A0A0A0MRZ8,KVD11_HUMAN
A0A0A0MRZ9,LV552_HUMAN
A0A0A0MS00,LV332_HUMAN
A0A0A0MS01,TVG10_HUMAN
A0A0A0MS02,TRGV1_HUMAN
A0A0A0MS03,TVB53_HUMAN
A0A0A0MS04,TVB67_HUMAN
A0A0A0MS05,TVB57_HUMAN
A0A0A0MS06,TVB23_HUMAN
A0A0A0MS14,HV145_HUMAN
A0A0A0MS15,HV349_HUMAN
A0A0A0MT36,KVD21_HUMAN
A0A0A6YYC5,TVA14_HUMAN
A0A0A6YYD4,TVB13_HUMAN
A0A0A6YYG2,TVB66_HUMAN
A0A0A6YYG3,TVB68_HUMAN
A0A0A6YYJ7,TVA83_HUMAN
A0A0A6YYK1,TVA81_HUMAN
A0A0A6YYK4,TVB71_HUMAN
A0A0A6YYK6,TVA16_HUMAN
A0A0A6YYK7,TVA19_HUMAN
A0A0A6YYL3,POTEB_HUMAN
A0A0B4J1U3,LV136_HUMAN
A0A0B4J1U4,TRGV5_HUMAN
A0A0B4J1U6,TVB9_HUMAN
A0A0B4J1U7,HV601_HUMAN
A0A0B4J1V0,HV315_HUMAN
A0A0B4J1V1,HV321_HUMAN
A0A0B4J1V2,HV226_HUMAN
A0A0B4J1V6,HV373_HUMAN
A0A0B4J1V7,HV781_HUMAN
A0A0B4J1X5,HV374_HUMAN
A0A0B4J1X8,HV343_HUMAN
A0A0B4J1Y8,LV949_HUMAN
A0A0B4J1Y9,HV372_HUMAN
A0A0B4J1Z2,KVD43_HUMAN
A0A0B4J234,TVA2_HUMAN
A0A0B4J235,TVAM2_HUMAN
A0A0B4J237,TVA82_HUMAN
A0A0B4J238,TVA12_HUMAN
A0A0B4J240,TVA10_HUMAN
A0A0B4J241,TVAM1_HUMAN
A0A0B4J244,TVA3_HUMAN
A0A0B4J245,TVAL1_HUMAN
A0A0B4J248,TVA11_HUMAN
A0A0B4J249,TVA5_HUMAN
A0A0B4J262,TVA86_HUMAN
A0A0B4J263,TVA39_HUMAN
A0A0B4J264,TV381_HUMAN
A0A0B4J265,TVAZ2_HUMAN
A0A0B4J266,TVA41_HUMAN
A0A0B4J268,TVA4_HUMAN
A0A0B4J271,TVAL3_HUMAN
A0A0B4J272,TVA24_HUMAN
A0A0B4J273,TVA34_HUMAN
A0A0B4J274,TVA20_HUMAN
A0A0B4J275,TVA17_HUMAN
A0A0B4J276,TVA25_HUMAN
A0A0B4J277,TVA22_HUMAN
A0A0B4J279,TVA21_HUMAN
A0A0B4J280,TVA40_HUMAN
A0A0B4J2A2,PAL4C_HUMAN
A0A0B4J2D5,GAL3B_HUMAN
A0A0B4J2D9,KVD13_HUMAN
A0A0B4J2E0,TVBL4_HUMAN
A0A0B4J2H0,HV69D_HUMAN
A0A0C4DH24,KV621_HUMAN
A0A0C4DH25,KVD20_HUMAN
A0A0C4DH26,KVD41_HUMAN
A0A0C4DH27,TRGV8_HUMAN
A0A0C4DH28,TRGV4_HUMAN
A0A0C4DH29,HV103_HUMAN
A0A0C4DH30,HV316_HUMAN
A0A0C4DH31,HV118_HUMAN
A0A0C4DH32,HV320_HUMAN
A0A0C4DH33,HV124_HUMAN
A0A0C4DH34,HV428_HUMAN
A0A0C4DH35,HV335_HUMAN
A0A0C4DH36,HV338_HUMAN
A0A0C4DH38,HV551_HUMAN
A0A0C4DH39,HV158_HUMAN
A0A0C4DH41,HV461_HUMAN
A0A0C4DH42,HV366_HUMAN
A0A0C4DH43,HV70D_HUMAN
A0A0C4DH55,KVD07_HUMAN
A0A0C4DH59,TVB54_HUMAN
A0A0C4DH67,KV108_HUMAN
A0A0C4DH68,KV224_HUMAN
A0A0C4DH69,KV109_HUMAN
